# project_name=keliya solverstep_min=20
t_next,delta_nst,delta_nfe,delta_ncfn,delta_netf,h_last,h_cur
17384100.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384120.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384140.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384160.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384180.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384200.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384220.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384240.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384260.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384280.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384300.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384320.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384340.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384360.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384380.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384400.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384420.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384440.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384460.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384480.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384500.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384520.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384540.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384560.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384580.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384600.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384620.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384640.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384660.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384680.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384700.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384720.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384740.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384760.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384780.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384800.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384820.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384840.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384860.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384880.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
17384900.000000,19,19,0,0,1.0777001759128702,1.0777001759128702
17384920.000000,18,18,0,0,1.0777001759128702,1.0777001759128702
